broadcastInfo,matchInfo.matchId,matchInfo.matchDescription,matchInfo.matchFormat,matchInfo.matchType,matchInfo.complete,matchInfo.domestic,matchInfo.matchStartTimestamp,matchInfo.matchCompleteTimestamp,matchInfo.dayNight,matchInfo.year,matchInfo.state,matchInfo.team1.id,matchInfo.team1.name,matchInfo.team1.playerDetails,matchInfo.team1.shortName,matchInfo.team2.id,matchInfo.team2.name,matchInfo.team2.playerDetails,matchInfo.team2.shortName,matchInfo.series.id,matchInfo.series.name,matchInfo.series.seriesType,matchInfo.series.startDate,matchInfo.series.endDate,matchInfo.series.seriesFolder,matchInfo.series.odiSeriesResult,matchInfo.series.t20SeriesResult,matchInfo.series.testSeriesResult,matchInfo.series.tournament,matchInfo.umpire1.id,matchInfo.umpire1.name,matchInfo.umpire1.country,matchInfo.umpire2.id,matchInfo.umpire2.name,matchInfo.umpire2.country,matchInfo.umpire3.id,matchInfo.umpire3.name,matchInfo.umpire3.country,matchInfo.referee.id,matchInfo.referee.name,matchInfo.referee.country,matchInfo.tossResults.tossWinnerId,matchInfo.tossResults.tossWinnerName,matchInfo.tossResults.decision,matchInfo.result.resultType,matchInfo.result.winningTeam,matchInfo.result.winningteamId,matchInfo.result.winningMargin,matchInfo.result.winByRuns,matchInfo.result.winByInnings,matchInfo.venue.id,matchInfo.venue.name,matchInfo.venue.city,matchInfo.venue.country,matchInfo.venue.timezone,matchInfo.venue.latitude,matchInfo.venue.longitude,matchInfo.status,matchInfo.playersOfTheMatch,matchInfo.playersOfTheSeries,matchInfo.revisedTarget.reason,matchInfo.matchTeamInfo,matchInfo.isMatchNotCovered,matchInfo.HYSEnabled,matchInfo.livestreamEnabled,matchInfo.isFantasyEnabled,matchInfo.livestreamEnabledGeo,matchInfo.alertType,matchInfo.shortStatus,matchInfo.matchImageId,venueInfo.established,venueInfo.capacity,venueInfo.knownAs,venueInfo.ends,venueInfo.city,venueInfo.country,venueInfo.timezone,venueInfo.homeTeam,venueInfo.floodlights,venueInfo.curator,venueInfo.profile,venueInfo.imageUrl,venueInfo.ground,venueInfo.groundLength,venueInfo.groundWidth,venueInfo.otherSports
"[{'country': 'IN', 'broadcaster': [{'broadcastType': 'Streaming', 'value': 'Disney+ Hotstar'}, {'broadcastType': 'TV', 'value': 'Star Sports Network'}]}]",87808,"45th Match, Super 8 Group 2",T20,International,True,False,1718980200000,1718992790940,False,2024,complete,9,England,"[{'id': 10479, 'name': 'Salt', 'fullName': 'Philip Salt', 'nickName': 'Philip Salt', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 244804}, {'id': 2258, 'name': 'Jos Buttler', 'fullName': 'Jos Buttler', 'nickName': 'Buttler', 'captain': True, 'role': 'WK-Batsman', 'keeper': True, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': '', 'teamName': 'ENG', 'faceImageId': 351850}, {'id': 12201, 'name': 'Harry Brook', 'fullName': 'Harry Brook', 'nickName': 'Harry Brook', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'ENG', 'faceImageId': 351859}, {'id': 6507, 'name': 'Bairstow', 'fullName': 'Jonny Bairstow', 'nickName': 'Bairstow', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'ENG', 'faceImageId': 351851}, {'id': 6692, 'name': 'Moeen', 'fullName': 'Moeen Ali', 'nickName': 'Moeen Ali', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 351579}, {'id': 10045, 'name': 'Livingstone', 'fullName': 'Liam Livingstone', 'nickName': 'Livingstone', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm leg break', 'teamName': 'ENG', 'faceImageId': 351856}, {'id': 10420, 'name': 'Sam Curran', 'fullName': 'Sam Curran', 'nickName': 'Sam Curran', 'captain': False, 'role': 'Bowling Allrounder', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left Arm fast medium', 'teamName': 'ENG', 'faceImageId': 351581}, {'id': 11540, 'name': 'Jofra Archer', 'fullName': 'Jofra Archer', 'nickName': 'Jofra Archer', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'ENG', 'faceImageId': 170970}, {'id': 1742, 'name': 'Adil Rashid', 'fullName': 'Adil Rashid', 'nickName': 'Adil Rashid', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm leg break', 'teamName': 'ENG', 'faceImageId': 351567}, {'id': 8383, 'name': 'Mark Wood', 'fullName': 'Mark Wood', 'nickName': 'Mark Wood', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'ENG', 'faceImageId': 351578}, {'id': 8349, 'name': 'R Topley', 'fullName': 'Reece Topley', 'nickName': 'Topley', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Left Arm fast medium', 'teamName': 'ENG', 'faceImageId': 351852}, {'id': 8502, 'name': 'Duckett', 'fullName': 'Ben Duckett', 'nickName': 'Duckett', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 156641}, {'id': 12258, 'name': 'Will Jacks', 'fullName': 'Will Jacks', 'nickName': 'Will Jacks', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 182026}, {'id': 6532, 'name': 'Chris Jordan', 'fullName': 'Chris Jordan', 'nickName': 'Jordan', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast medium', 'teamName': 'ENG', 'faceImageId': 244783}, {'id': 18199, 'name': 'Tom Hartley', 'fullName': 'Tom Hartley', 'nickName': 'Tom Hartley', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'ENG', 'faceImageId': 380064}, {'id': 44, 'name': 'Marcus Trescothick', 'fullName': 'Marcus Trescothick', 'nickName': 'Trescothick', 'role': 'Assistant Coach', 'teamId': 9, 'teamName': 'ENG', 'faceImageId': 156638, 'isSupportStaff': True}, {'id': 435, 'name': 'Jeetan Patel', 'fullName': 'Jeetan Patel', 'nickName': 'Jeetan Patel', 'role': 'Spin Bowling Coach', 'teamId': 9, 'teamName': 'ENG', 'faceImageId': 156011, 'isSupportStaff': True}, {'id': 50332, 'name': 'Matthew Mott', 'fullName': 'Matthew Mott', 'nickName': 'Matthew Mott', 'role': 'Head Coach', 'teamId': 9, 'teamName': 'ENG', 'faceImageId': 182026, 'isSupportStaff': True}]",ENG,11,South Africa,"[{'id': 8520, 'name': 'de Kock', 'fullName': 'Quinton de Kock', 'nickName': 'de Kock', 'captain': False, 'role': 'WK-Batsman', 'keeper': True, 'substitute': False, 'teamId': 11, 'battingStyle': 'LEFT', 'bowlingStyle': '', 'teamName': 'RSA', 'faceImageId': 351836}, {'id': 9491, 'name': 'Reeza Hendricks', 'fullName': 'Reeza Hendricks', 'nickName': 'Reeza Hendricks', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'RSA', 'faceImageId': 351828}, {'id': 9582, 'name': 'Markram', 'fullName': 'Aiden Markram', 'nickName': 'Markram', 'captain': True, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'RSA', 'faceImageId': 351829}, {'id': 6349, 'name': 'David Miller', 'fullName': 'David Miller', 'nickName': 'Miller', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'LEFT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'RSA', 'faceImageId': 351831}, {'id': 10209, 'name': 'Klaasen', 'fullName': 'Heinrich Klaasen', 'nickName': 'Klaasen', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'RSA', 'faceImageId': 351833}, {'id': 19243, 'name': 'Tristan Stubbs', 'fullName': 'Tristan Stubbs', 'nickName': 'Tristan Stubbs', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'RSA', 'faceImageId': 244778}, {'id': 14565, 'name': 'Marco Jansen', 'fullName': 'Marco Jansen', 'nickName': 'Marco Jansen', 'captain': False, 'role': 'Bowling Allrounder', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': '', 'teamName': 'RSA', 'faceImageId': 351832}, {'id': 9720, 'name': 'Maharaj', 'fullName': 'Keshav Maharaj', 'nickName': 'Maharaj', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'RSA', 'faceImageId': 351841}, {'id': 9585, 'name': 'Rabada', 'fullName': 'Kagiso Rabada', 'nickName': 'Rabada', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'LEFT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'RSA', 'faceImageId': 351849}, {'id': 11427, 'name': 'Nortje', 'fullName': 'Anrich Nortje', 'nickName': 'Nortje', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'RSA', 'faceImageId': 244754}, {'id': 13100, 'name': 'Ottneil Baartman', 'fullName': 'Ottneil Baartman', 'nickName': 'Ottneil Baartman', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast medium', 'teamName': 'RSA', 'faceImageId': 182026, 'playingXIChange': 'IN'}, {'id': 10173, 'name': 'Shamsi', 'fullName': 'Tabraiz Shamsi', 'nickName': 'Shamsi', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': '', 'teamName': 'RSA', 'faceImageId': 351846, 'playingXIChange': 'OUT'}, {'id': 13070, 'name': 'Rickelton', 'fullName': 'Ryan Rickelton', 'nickName': 'Rickelton', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': True, 'teamId': 11, 'battingStyle': 'LEFT', 'bowlingStyle': '', 'teamName': 'RSA', 'faceImageId': 182026}, {'id': 10676, 'name': 'Bjorn Fortuin', 'fullName': 'Bjorn Fortuin', 'nickName': 'Fortuin', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'RSA', 'faceImageId': 244752}, {'id': 13320, 'name': 'Gerald Coetzee', 'fullName': 'Gerald Coetzee', 'nickName': 'Gerald Coetzee', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 11, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'RSA', 'faceImageId': 351631}, {'id': 54423, 'name': 'Shukri Conrad', 'fullName': 'Shukri Conrad', 'nickName': 'Shukri Conrad', 'role': 'Head Coach', 'teamId': 11, 'teamName': 'RSA', 'faceImageId': 182026, 'isSupportStaff': True}, {'id': 1062, 'name': 'Neil McKenzie', 'fullName': 'Neil McKenzie', 'nickName': 'McKenzie', 'role': 'Batting Coach ', 'teamId': 11, 'teamName': 'RSA', 'faceImageId': 154037, 'isSupportStaff': True}, {'id': 54427, 'name': 'Piet Botha', 'fullName': 'Piet Botha', 'nickName': 'Piet Botha', 'role': 'Bowling Coach', 'teamId': 11, 'teamName': 'RSA', 'faceImageId': 182026, 'isSupportStaff': True}, {'id': 8213, 'name': 'Kruger van Wyk', 'fullName': 'Kruger van Wyk', 'nickName': 'van Wyk', 'role': 'Fielding Coach', 'teamId': 11, 'teamName': 'RSA', 'faceImageId': 182026, 'isSupportStaff': True}]",RSA,7476,ICC Mens T20 World Cup 2024,WCT20,1717113600000,1719705600000,,,'',,True,6865,Sharfuddoula,BAN,10749,Chris Brown,NZ,7931,Joel Wilson,WI,4033,Jeff Crowe,NZ,9,England,Bowling,win,South Africa,11,7,True,False,59,Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia",West Indies,-04:00,14.070532,-60.931743,England opt to bowl,"[{'id': 8520, 'name': 'de Kock', 'fullName': 'Quinton de Kock', 'nickName': 'de Kock', 'captain': False, 'keeper': False, 'substitute': False, 'teamName': 'South Africa U19', 'faceImageId': 351836}]",[],,"[{'battingTeamId': 11, 'battingTeamShortName': 'RSA', 'bowlingTeamId': 9, 'bowlingTeamShortName': 'ENG'}, {'battingTeamId': 9, 'battingTeamShortName': 'ENG', 'bowlingTeamId': 11, 'bowlingTeamShortName': 'RSA'}]",False,1,False,True,"['CA', 'US']",auto,RSA won,503301,2002,"15,000 (increasing to 20,000)",Beausejour Stadium,"Pavilion End, Media Centre End","Gros Islet, St Lucia",West Indies,-04:00,West Indies,True,,,http://i.cricketcb.com/i/stats/fth/540x303/venue/images/59.jpg,Daren Sammy National Cricket Stadium,0.0,0.0,
"[{'country': 'IN', 'broadcaster': [{'broadcastType': 'Streaming', 'value': 'Disney+ Hotstar'}, {'broadcastType': 'TV', 'value': 'Star Sports Network'}]}]",87682,"28th Match, Group B",T20,International,True,False,1718305200000,1718311405326,False,2024,complete,9,England,"[{'id': 10479, 'name': 'Salt', 'fullName': 'Philip Salt', 'nickName': 'Philip Salt', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 244804}, {'id': 2258, 'name': 'Jos Buttler', 'fullName': 'Jos Buttler', 'nickName': 'Buttler', 'captain': True, 'role': 'WK-Batsman', 'keeper': True, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': '', 'teamName': 'ENG', 'faceImageId': 351850}, {'id': 12258, 'name': 'Will Jacks', 'fullName': 'Will Jacks', 'nickName': 'Will Jacks', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 182026}, {'id': 6507, 'name': 'Bairstow', 'fullName': 'Jonny Bairstow', 'nickName': 'Bairstow', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'ENG', 'faceImageId': 351851}, {'id': 12201, 'name': 'Harry Brook', 'fullName': 'Harry Brook', 'nickName': 'Harry Brook', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'ENG', 'faceImageId': 351859}, {'id': 6692, 'name': 'Moeen', 'fullName': 'Moeen Ali', 'nickName': 'Moeen Ali', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 351579}, {'id': 10045, 'name': 'Livingstone', 'fullName': 'Liam Livingstone', 'nickName': 'Livingstone', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm leg break', 'teamName': 'ENG', 'faceImageId': 351856}, {'id': 11540, 'name': 'Jofra Archer', 'fullName': 'Jofra Archer', 'nickName': 'Jofra Archer', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'ENG', 'faceImageId': 170970}, {'id': 1742, 'name': 'Adil Rashid', 'fullName': 'Adil Rashid', 'nickName': 'Adil Rashid', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm leg break', 'teamName': 'ENG', 'faceImageId': 351567}, {'id': 8383, 'name': 'Mark Wood', 'fullName': 'Mark Wood', 'nickName': 'Mark Wood', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast', 'teamName': 'ENG', 'faceImageId': 351578}, {'id': 8349, 'name': 'R Topley', 'fullName': 'Reece Topley', 'nickName': 'Topley', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Left Arm fast medium', 'teamName': 'ENG', 'faceImageId': 351852, 'playingXIChange': 'IN'}, {'id': 6532, 'name': 'Chris Jordan', 'fullName': 'Chris Jordan', 'nickName': 'Jordan', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast medium', 'teamName': 'ENG', 'faceImageId': 244783, 'playingXIChange': 'OUT'}, {'id': 8502, 'name': 'Duckett', 'fullName': 'Ben Duckett', 'nickName': 'Duckett', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'ENG', 'faceImageId': 156641}, {'id': 10420, 'name': 'Sam Curran', 'fullName': 'Sam Curran', 'nickName': 'Sam Curran', 'captain': False, 'role': 'Bowling Allrounder', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left Arm fast medium', 'teamName': 'ENG', 'faceImageId': 351581}, {'id': 18199, 'name': 'Tom Hartley', 'fullName': 'Tom Hartley', 'nickName': 'Tom Hartley', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 9, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'ENG', 'faceImageId': 380064}, {'id': 44, 'name': 'Marcus Trescothick', 'fullName': 'Marcus Trescothick', 'nickName': 'Trescothick', 'role': 'Assistant Coach', 'teamId': 9, 'teamName': 'ENG', 'faceImageId': 156638, 'isSupportStaff': True}, {'id': 435, 'name': 'Jeetan Patel', 'fullName': 'Jeetan Patel', 'nickName': 'Jeetan Patel', 'role': 'Spin Bowling Coach', 'teamId': 9, 'teamName': 'ENG', 'faceImageId': 156011, 'isSupportStaff': True}, {'id': 50332, 'name': 'Matthew Mott', 'fullName': 'Matthew Mott', 'nickName': 'Matthew Mott', 'role': 'Head Coach', 'teamId': 9, 'teamName': 'ENG', 'faceImageId': 182026, 'isSupportStaff': True}]",ENG,304,Oman,"[{'id': 20347, 'name': 'Kashyap', 'fullName': 'Kashyap Prajapati', 'nickName': 'Kashyap', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'OMAN', 'faceImageId': 182026, 'playingXIChange': 'IN'}, {'id': 51627, 'name': 'Pratik Athavale', 'fullName': 'Pratik Athavale', 'nickName': 'Pratik Athavale', 'captain': False, 'role': 'WK-Batsman', 'keeper': True, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 12235, 'name': 'Aqib Ilyas', 'fullName': 'Aqib Ilyas', 'nickName': 'Aqib Ilyas', 'captain': True, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm off break', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 10466, 'name': 'Zeeshan Maqsood', 'fullName': 'Zeeshan Maqsood', 'nickName': 'Zeeshan Maqsood', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 55916, 'name': 'Khalid Kail', 'fullName': 'Khalid Kail', 'nickName': 'Khalid Kail', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': '', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 11033, 'name': 'Ayaan Khan', 'fullName': 'Ayaan Khan', 'nickName': 'Ayaan Khan', 'captain': False, 'role': 'Bowling Allrounder', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 20244, 'name': 'Shoaib Khan', 'fullName': 'Shoaib Khan', 'nickName': 'Shoaib Khan', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'OMAN', 'faceImageId': 182026, 'playingXIChange': 'IN'}, {'id': 10464, 'name': 'Mehran Khan', 'fullName': 'Mehran Khan', 'nickName': 'Mehran Khan', 'captain': False, 'role': 'Batsman', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'OMAN', 'faceImageId': 154944}, {'id': 14023, 'name': 'Fayyaz Butt', 'fullName': 'Fayyaz Butt', 'nickName': 'Fayyaz Butt', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast medium', 'teamName': 'OMAN', 'faceImageId': 182026, 'playingXIChange': 'IN'}, {'id': 12245, 'name': 'Kaleemullah', 'fullName': 'Kaleemullah', 'nickName': 'Kaleemullah', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 10824, 'name': 'Bilal Khan', 'fullName': 'Bilal Khan', 'nickName': 'Bilal Khan', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': False, 'teamId': 304, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left Arm fast medium', 'teamName': 'OMAN', 'faceImageId': 154943}, {'id': 12243, 'name': 'Naseem Khushi', 'fullName': 'Naseem Khushi', 'nickName': 'Naseem Khushi', 'captain': False, 'role': 'WK-Batsman', 'keeper': False, 'substitute': True, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': '', 'teamName': 'OMAN', 'faceImageId': 182026, 'playingXIChange': 'OUT'}, {'id': 34508, 'name': 'Rafiullah', 'fullName': 'Rafiullah', 'nickName': 'Rafiullah', 'captain': False, 'role': 'Batting Allrounder', 'keeper': False, 'substitute': True, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm medium', 'teamName': 'OMAN', 'faceImageId': 182026, 'playingXIChange': 'OUT'}, {'id': 50383, 'name': 'Shakeel Ahmed', 'fullName': 'Shakeel Ahmed', 'nickName': 'Shakeel Ahmed', 'captain': False, 'role': 'Bowler', 'keeper': False, 'substitute': True, 'teamId': 304, 'battingStyle': 'LEFT', 'bowlingStyle': 'Left arm orthodox', 'teamName': 'OMAN', 'faceImageId': 182026, 'playingXIChange': 'OUT'}, {'id': 10459, 'name': 'Mohammad Nadeem', 'fullName': 'Mohammad Nadeem', 'nickName': 'Mohammad Nadeem', 'captain': False, 'role': 'Bowling Allrounder', 'keeper': False, 'substitute': True, 'teamId': 304, 'battingStyle': 'RIGHT', 'bowlingStyle': 'Right Arm fast medium', 'teamName': 'OMAN', 'faceImageId': 182026}, {'id': 3499, 'name': 'Duleep Mendis', 'fullName': 'Duleep Mendis', 'nickName': 'Mendis', 'role': 'Head Coach', 'teamId': 304, 'teamName': 'OMAN', 'faceImageId': 160081, 'isSupportStaff': True}]",OMAN,7476,ICC Mens T20 World Cup 2024,WCT20,1717113600000,1719705600000,,,'',,True,12605,Asif Yaqoob,PAK,8334,Langton Rusere,ZIM,8862,Nitin Menon,IND,3395,Andy Pycroft,ZIM,9,England,Bowling,win,England,9,8,False,False,109,Sir Vivian Richards Stadium,"North Sound, Antigua",West Indies,-04:00,17.103332,-61.784959,England opt to bowl,"[{'id': 1742, 'name': 'Adil Rashid', 'fullName': 'Adil Rashid', 'nickName': 'Adil Rashid', 'captain': False, 'keeper': False, 'substitute': False, 'teamName': 'England', 'faceImageId': 351567}]",[],,"[{'battingTeamId': 304, 'battingTeamShortName': 'OMAN', 'bowlingTeamId': 9, 'bowlingTeamShortName': 'ENG'}, {'battingTeamId': 9, 'battingTeamShortName': 'ENG', 'bowlingTeamId': 304, 'bowlingTeamShortName': 'OMAN'}]",False,1,False,True,"['CA', 'US']",auto,ENG won,497658,2006,"10,000 (20,000 for 2007 World Cup)",,"Media Centre End, Pavilion End","North Sound, Antigua",West Indies,-04:00,"Antigua and Barbuda, Leeward Islands",True,,,http://i.cricketcb.com/i/stats/fth/540x303/venue/images/109.jpg,Sir Vivian Richards Stadium,0.0,0.0,
