match.id,match.name,match.matchType,match.status,match.venue,match.date,match.dateTimeGMT,match.teams,match.teamInfo,match.score,match.tossWinner,match.tossChoice,match.matchWinner,match.series_id,match.fantasyEnabled,match.bbbEnabled,match.hasSquad,match.matchStarted,match.matchEnded
410cc5ca-f577-48e8-ac1c-c240741ad3ea,"England Champions vs Australia Champions, 7th Match",t20,Australia Champions won by 6 wkts,"Edgbaston, Birmingham",2024-07-06,2024-07-06T11:30:00,"['England Champions', 'Australia Champions']","[{'name': 'Australia Champions', 'img': 'https://h.cricapi.com/img/icon512.png'}, {'name': 'England Champions', 'img': 'https://h.cricapi.com/img/icon512.png'}]","[{'r': 160, 'w': 9, 'o': 20, 'inning': 'England Champions Inning 1'}, {'r': 162, 'w': 4, 'o': 14, 'inning': 'Australia Champions Inning 1'}]",Australia Champions,bowl,Australia Champions,d13235de-1bd4-4e5e-87e8-766c21f11661,True,True,True,True,True
