player.id,player.name,player.dateOfBirth,player.role,player.battingStyle,player.bowlingStyle,player.placeOfBirth,player.country,player.playerImg,player.stat.batting.t20i.m,player.stat.batting.t20i.inn,player.stat.batting.t20i.no,player.stat.batting.t20i.runs,player.stat.batting.t20i.hs,player.stat.batting.t20i.avg,player.stat.batting.t20i.bf,player.stat.batting.t20i.sr,player.stat.batting.t20i.100s,player.stat.batting.t20i.200s,player.stat.batting.t20i.50s,player.stat.batting.t20i.4s,player.stat.batting.t20i.6s,player.stat.bowling.t20i.m,player.stat.bowling.t20i.inn,player.stat.bowling.t20i.b,player.stat.bowling.t20i.runs,player.stat.bowling.t20i.wkts,player.stat.bowling.t20i.bbi,player.stat.bowling.t20i.bbm,player.stat.bowling.t20i.econ,player.stat.bowling.t20i.avg,player.stat.bowling.t20i.sr,player.stat.bowling.t20i.5w,player.stat.bowling.t20i.10w
6055cb49-9fbe-40b8-8d16-35dfb5fc1dcc,Karim Haris,2005-06-30T00:00:00,Bowler,Right Handed Bat,Right-arm medium,--,Slovenia,https://h.cricapi.com/img/icon512.png,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,13,0,0/13,0/13,4.33,0.0,0.0,0,0
